"gene_callers_id"	"taxon_id"	"Phylum"	"Order"	"Class"	"Family"	"Genus"	"Species"
"147"	"219829"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"148"	"225025"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"149"	"226896"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"150"	"228734"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"151"	"241130"	140	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Flavicella"	"Flavicella sp."
"152"	"271898"	306	"Pseudomonadota"	"Rhodospirillales"	"Alphaproteobacteria"	"Rhodospirillaceae"	"Candidatus Endolissoclinum"	"Candidatus Endolissoclinum sp. TMED26"
"153"	"337176"	110	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Halieaceae"	"Unknown_Halieaceae"	"Halieaceae bacterium"
"154"	"392960"	203	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. RS39"
"155"	"404679"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"156"	"406498"	35	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. TMED202"
"157"	"417457"	327	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Unknown_Synechococcus"
"158"	"3258"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"159"	"11012"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"160"	"41789"	448	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium SAR86B"
"161"	"50091"	91	"Candidatus Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Unknown_Candidatus_Neomarinimicrobiota"	"Candidatus Neomarinimicrobiota bacterium"
"162"	"121025"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"163"	"135909"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"164"	"137457"	110	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Halieaceae"	"Unknown_Halieaceae"	"Halieaceae bacterium"
"165"	"142422"	474	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"Unknown_Archaea"	"archaeon"
"166"	"146082"	59	"Rhodothermota"	"Unknown_Rhodothermota"	"Unknown_Rhodothermota"	"Unknown_Rhodothermota"	"Unknown_Rhodothermota"	"Rhodothermaeota bacterium MED-G12"
"167"	"168107"	113	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Pseudomonadota bacterium"
"168"	"178417"	72	"Actinomycetota"	"Candidatus Actinomarinales"	"Actinomycetes"	"Candidatus Actinomarinaceae"	"Candidatus Actinomarina"	"Candidatus Actinomarina minuta"
"169"	"223617"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"170"	"235276"	110	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Halieaceae"	"Unknown_Halieaceae"	"Halieaceae bacterium"
"171"	"237191"	643	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium HD9-500m-PIT-SAG08"
"172"	"239110"	73	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CC9902"
"173"	"241727"	41	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. HTCC7211"
"174"	"242675"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"175"	"247269"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"176"	"266070"	390	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. BIOS-U3-1"
"177"	"267272"	441	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium GOM-A3"
"178"	"278097"	40	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"
"179"	"280332"	5451	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"uncultured marine bacterium EB000_55B11"
"180"	"295719"	72	"Actinomycetota"	"Candidatus Actinomarinales"	"Actinomycetes"	"Candidatus Actinomarinaceae"	"Candidatus Actinomarina"	"Candidatus Actinomarina minuta"
"181"	"303836"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"182"	"321296"	68	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium TMED13"
"183"	"339893"	296	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"Porticoccaceae bacterium"
"184"	"345974"	112	"Uroviricota"	"Unknown_Uroviricota"	"Caudoviricetes"	"Unknown_Caudoviricetes"	"Unknown_Caudoviricetes"	"uncultured Caudovirales phage"
"185"	"346033"	82	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium"
"186"	"353286"	150	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium TMED199"
"187"	"360326"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"188"	"402425"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"189"	"415362"	33	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"190"	"451254"	208	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium SAR86A"
"191"	"462212"	1176	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Roseobacteraceae"	"Roseovarius"	"Unknown_Roseovarius"
"192"	"2911"	3395	"Verrucomicrobiota"	"Unknown_Verrucomicrobiota"	"Opitutia"	"Unknown_Opitutia"	"Unknown_Opitutia"	"Opitutia bacterium TMED67"
"193"	"19643"	327	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Synechococcaceae"	"Synechococcus"	"Unknown_Synechococcus"
"194"	"34293"	775	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Flavobacteriales bacterium UBA4585"
"195"	"69464"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"196"	"69525"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"197"	"103721"	2296	"Pseudomonadota"	"Maricaulales"	"Alphaproteobacteria"	"Robiginitomaculaceae"	"Hellea"	"Hellea balneolensis"
"198"	"139194"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"199"	"145249"	447	"Pseudomonadota"	"Candidatus Puniceispirillales"	"Alphaproteobacteria"	"Candidatus Puniceispirillaceae"	"Candidatus Puniceispirillum"	"Candidatus Puniceispirillum sp. TMED176"
"200"	"165400"	10	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium"
"201"	"165851"	36	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium TMED30"
"202"	"276361"	3662	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"uncultured gamma proteobacterium EB000_37F04"
"203"	"289303"	614	"Pseudomonadota"	"Rickettsiales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Rickettsiales bacterium TMED131"
"204"	"292664"	14	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Flavobacteriales bacterium"
"205"	"319604"	58	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"
"206"	"330662"	50	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Paracoccaceae bacterium"
"207"	"338284"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"208"	"389089"	63	"Uroviricota"	"Unknown_Uroviricota"	"Caudoviricetes"	"Unknown_Caudoviricetes"	"Eurybiavirus"	"Eurybiavirus PHM2"
"209"	"413067"	41	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. HTCC7211"
"210"	"414015"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"211"	"433750"	8115	"Planctomycetota"	"Gemmatales"	"Planctomycetia"	"Gemmataceae"	"Telmatocola"	"Telmatocola sphagniphila"
"212"	"444730"	2523	"Bacillota"	"Bacillales"	"Bacilli"	"Paenibacillaceae"	"Brevibacillus"	"Unknown_Brevibacillus"
"213"	"460503"	8	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Candidatus Pelagibacterales bacterium"
"214"	"466501"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"215"	"472735"	133	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Winogradskyella"	"Winogradskyella sp."
"216"	"23484"	126	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium MarineAlpha8_Bin1"
"217"	"26760"	157	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium SAR86E"
"218"	"31605"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"219"	"104257"	4413	"Acidobacteriota"	"Unknown_Acidobacteriota"	"Unknown_Acidobacteriota"	"Unknown_Acidobacteriota"	"Unknown_Acidobacteriota"	"Acidobacteria bacterium Mor1"
"220"	"112441"	619	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Flavobacteriaceae bacterium TMED220"
"221"	"115064"	203	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. RS39"
"222"	"117792"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"223"	"121376"	10	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium"
"224"	"131269"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"225"	"196012"	355	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"alpha proteobacterium HIMB114"
"226"	"232843"	8425	"Candidatus Micrarchaeota"	"Unknown_Candidatus_Micrarchaeota"	"Unknown_Candidatus_Micrarchaeota"	"Unknown_Candidatus_Micrarchaeota"	"Candidatus Mancarchaeum"	"Candidatus Mancarchaeum acidiphilum"
"227"	"247894"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"228"	"265191"	8453	"Thermodesulfobacteriota"	"Desulfovibrionales"	"Desulfovibrionia"	"Desulfonauticaceae"	"Desulfonauticus"	"Desulfonauticus sp. 38_4375"
"229"	"271607"	8461	"Pseudomonadota"	"Alteromonadales"	"Gammaproteobacteria"	"Alteromonadaceae"	"Marisediminitalea"	"Unknown_Marisediminitalea"
"230"	"290624"	1506	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Algibacter"	"Algibacter sp."
"231"	"319418"	441	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium GOM-A3"
"232"	"377543"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"233"	"403343"	288	"Pseudomonadota"	"Moraxellales"	"Gammaproteobacteria"	"Moraxellaceae"	"Acinetobacter"	"Unknown_Acinetobacter"
"234"	"408360"	293	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Halieaceae"	"Unknown_Halieaceae"	"marine gamma proteobacterium HTCC2080"
"235"	"439636"	335	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium Araon29"
"236"	"442121"	249	"Pseudomonadota"	"Alteromonadales"	"Gammaproteobacteria"	"Alteromonadaceae"	"Alteromonas"	"Unknown_Alteromonas"
"237"	"461859"	33	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"238"	"461994"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"239"	"465121"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"240"	"471584"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"241"	"716"	222	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium GOM-A1"
"242"	"31348"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"243"	"33919"	82	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"SAR86 cluster bacterium"
"244"	"48447"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"245"	"52453"	3156	"Pseudomonadota"	"Chromatiales"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Chromatiales bacterium (ex Bugula neritina AB1)"
"246"	"54477"	526	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium sp. SCGC AAA160-P02"
"247"	"101716"	116	"Pseudomonadota"	"Cellvibrionales"	"Gammaproteobacteria"	"Porticoccaceae"	"Unknown_Porticoccaceae"	"SAR92 bacterium MED-G29"
"248"	"122151"	1060	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Lutibacter"	"Lutibacter sp."
"249"	"126796"	14	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Flavobacteriales bacterium"
"250"	"131092"	33	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"251"	"132424"	84	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Unknown_Candidatus_Pelagibacter"
"252"	"152369"	58	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"	"Unknown_Pseudomonadota"
"253"	"175770"	206	"Pseudomonadota"	"Rhodospirillales"	"Alphaproteobacteria"	"Rhodospirillaceae"	"Unknown_Rhodospirillaceae"	"Rhodospirillaceae bacterium"
"254"	"176874"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"255"	"232294"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"256"	"260791"	32	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Planktomarina"	"uncultured Planktomarina sp."
"257"	"317733"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"258"	"335785"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"259"	"347517"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"260"	"354911"	739	"Pseudomonadota"	"Pseudomonadales"	"Gammaproteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"Unknown_Pseudomonas"
"261"	"392929"	3577	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium BMS3Abin14"
"262"	"400779"	203	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter sp. RS39"
"263"	"402386"	7383	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Polaribacter"	"Polaribacter sp. DS7-9"
"264"	"8583"	295	"Actinomycetota"	"Acidimicrobiales"	"Acidimicrobiia"	"Acidimicrobiaceae"	"Unknown_Acidimicrobiaceae"	"Acidimicrobiaceae bacterium TMED244"
"265"	"21551"	643	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium HD9-500m-PIT-SAG08"
"266"	"25050"	108	"Pseudomonadota"	"Rickettsiales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Rickettsiales bacterium TMED127"
"267"	"25281"	508	"Pseudomonadota"	"Burkholderiales"	"Betaproteobacteria"	"Burkholderiaceae"	"Unknown_Burkholderiaceae"	"Burkholderiaceae bacterium"
"268"	"51662"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"269"	"68574"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"270"	"92686"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"271"	"96342"	109	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"uncultured Prochlorococcus sp."
"272"	"108548"	439	"Pseudomonadota"	"Lysobacterales"	"Gammaproteobacteria"	"Lysobacteraceae"	"Stenotrophomonas"	"Unknown_Stenotrophomonas"
"273"	"119667"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"274"	"120095"	38	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Alphaproteobacteria bacterium"
"275"	"132064"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
"276"	"163625"	19	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Candidatus Pelagibacter"	"Candidatus Pelagibacter ubique"
"277"	"213051"	2849	"Verrucomicrobiota"	"Puniceicoccales"	"Opitutia"	"Puniceicoccaceae"	"Unknown_Puniceicoccaceae"	"Puniceicoccaceae bacterium TMED149"
"278"	"334130"	188	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Flavobacteriaceae"	"Unknown_Flavobacteriaceae"	"Unknown_Flavobacteriaceae"
"279"	"392691"	29	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"280"	"418663"	606	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium TMED111"
"281"	"447772"	557	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Flavobacteriales bacterium TMED191"
"282"	"456003"	16	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium MED-G07"
"283"	"19618"	643	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"Unknown_Bacteria"	"bacterium HD9-500m-PIT-SAG08"
"284"	"31684"	441	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Candidatus Pelagibacteraceae"	"Unknown_Candidatus_Pelagibacteraceae"	"Pelagibacteraceae bacterium GOM-A3"
"285"	"67471"	103	"Bacteroidota"	"Flavobacteriales"	"Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"	"Unknown_Flavobacteriia"
"286"	"90144"	268	"Pseudomonadota"	"Rhodobacterales"	"Alphaproteobacteria"	"Paracoccaceae"	"Unknown_Paracoccaceae"	"Rhodobacteraceae bacterium IMCC1335"
"287"	"116220"	26	"Pseudomonadota"	"Unknown_Pseudomonadota"	"Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Unknown_Gammaproteobacteria"	"Gammaproteobacteria bacterium"
"288"	"154586"	20	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"
"289"	"166612"	29	"Pseudomonadota"	"Pelagibacterales"	"Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"	"Unknown_Alphaproteobacteria"
"290"	"199799"	65	"Cyanobacteriota"	"Synechococcales"	"Cyanophyceae"	"Prochlorococcaceae"	"Prochlorococcus"	"Unknown_Prochlorococcus"
