gene_callers_id	blastp_acc	blastp_ann	blastp_species	blastp_taxa
8458697	WP_076628036.1	"ABC transporter substrate-binding protein [Tateyamaria omphalii]"	"Tateyamaria omphalii"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Tateyamaria"
2855376	WP_045802705.1	"SusD/RagB family nutrient-binding outer membrane lipoprotein [Flagellimonas lutaonensis]"	"Flagellimonas lutaonensis"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flagellimonas"
10588627	WP_041862419.1	"ATP-dependent zinc metalloprotease FtsH [Candidatus Pelagibacter sp. IMCC9063]"	"Candidatus Pelagibacter sp. IMCC9063"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
12292577	WP_404409848.1	"TonB-dependent receptor [Pseudidiomarina marina]"	"Pseudidiomarina marina"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Pseudidiomarina"
4821478	WP_145597497.1	"endopeptidase La [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
11604460	WP_252157787.1	"MotA/TolQ/ExbB proton channel family protein [Candidatus Arcticimaribacter forsetii]"	"Candidatus Arcticimaribacter forsetii"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Candidatus Arcticimaribacter"
2888175	WP_415290290.1	"chaperonin GroEL [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8851956	WP_008265438.1	"MULTISPECIES: TonB-system energizer ExbB [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
8851958	WP_053448358.1	"MULTISPECIES: tetratricopeptide repeat protein [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
3150327	WP_152473709.1	"PQQ-dependent sugar dehydrogenase [Roseovarius sp. THAF9]"	"Roseovarius sp. THAF9"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius"
13341178	WP_162580938.1	"C4-dicarboxylate TRAP transporter substrate-binding protein [Variovorax sp. PBS-H4]"	"Variovorax sp. PBS-H4"	"Bacteria","Pseudomonadati","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
8851963	WP_005411731.1	"MULTISPECIES: DNA polymerase III subunit beta [Bacteria]"	"Bacteria"	"Unclassified"
15798790	WP_257767422.1	"TRAP transporter substrate-binding protein [Nisaea acidiphila]"	"Nisaea acidiphila"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Nisaea"
9015816	WP_345415838.1	"peptidoglycan-associated lipoprotein Pal [Halioxenophilus aromaticivorans]"	"Halioxenophilus aromaticivorans"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Halioxenophilus"
1839634	WP_415309372.1	"TAXI family TRAP transporter solute-binding subunit [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
15700499	WP_415308363.1	"porin [Candidatus Pelagibacter sp. Uisw_099_02]"	"Candidatus Pelagibacter sp. Uisw_099_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
11112989	WP_002806267.1	"MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
4297249	WP_025047280.1	"MULTISPECIES: HU family DNA-binding protein [Sulfitobacter]"	"Sulfitobacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae"
14881315	WP_032518949.1	"4-hydroxy-tetrahydrodipicolinate reductase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
15634983	XP_065659113.1	"actin, non-muscle 6.2-like [Hydra vulgaris]"	"Hydra vulgaris"	"Eukaryota","Metazoa","Cnidaria","Hydrozoa","Hydroidolina","Anthoathecata","Aplanulata","Hydridae","Hydra"
8196657	WP_075485922.1	"MULTISPECIES: Hsp20 family protein [Candidatus Pelagibacter]"	"Candidatus Pelagibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae"
12751411	WP_255938819.1	"chaperonin GroEL [Kordiimonas sp. SCSIO 12610]"	"Kordiimonas sp. SCSIO 12610"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
1446452	WP_367870164.1	"hypothetical protein [Luteolibacter sp. Populi]"	"Luteolibacter sp. Populi"	"Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter"
14225974	WP_009575721.1	"TonB-dependent receptor [Aequoribacter fuscus]"	"Aequoribacter fuscus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Aequoribacter"
9081409	WP_421707598.1	"glycine cleavage T C-terminal barrel domain-containing protein [Algihabitans sp.]"	"Algihabitans sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Algihabitans"
11342402	WP_251086902.1	"DUF4856 domain-containing protein [Spongiibacter taiwanensis]"	"Spongiibacter taiwanensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Spongiibacter"
15110723	WP_186990480.1	"MULTISPECIES: phycobilisome rod-core linker polypeptide [unclassified Synechococcus]"	"unclassified Synechococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
9736775	WP_415271838.1	"porin [Candidatus Pelagibacter sp. Uisw_121]"	"Candidatus Pelagibacter sp. Uisw_121"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
5050953	WP_015754864.1	"MULTISPECIES: OmpA family protein [Robiginitalea]"	"Robiginitalea"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
4395593	WP_145597943.1	"50S ribosomal protein L7/L12 [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
6165072	WP_011818805.1	"polyribonucleotide nucleotidyltransferase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
12030544	WP_219892945.1	"TonB-dependent receptor domain-containing protein [Aquisediminimonas profunda]"	"Aquisediminimonas profunda"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Aquisediminimonas"
2527827	WP_011820089.1	"Crp/Fnr family transcriptional regulator [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
10326614	WP_013045589.1	"protease modulator HflC [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
8983133	WP_276121473.1	"hypothetical protein [Pararhizobium qamdonense]"	"Pararhizobium qamdonense"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium group","Pararhizobium"
10130014	WP_135077819.1	"O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein [Terasakiella sp. SH-1]"	"Terasakiella sp. SH-1"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Terasakiella"
12063327	WP_013045324.1	"amino acid ABC transporter substrate-binding protein [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
16487012	WP_036930346.1	"MULTISPECIES: glutathione peroxidase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
2560614	WP_032526860.1	"chromosomal replication initiator protein DnaA [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
14029414	WP_151179599.1	"F0F1 ATP synthase subunit beta [Hypericibacter terrae]"	"Hypericibacter terrae"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Dongiaceae","Hypericibacter"
11178607	WP_415299873.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
7541368	WP_199930540.1	"fatty acid desaturase [Sedimenticola thiotaurini]"	"Sedimenticola thiotaurini"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Chromatiales","Sedimenticolaceae","Sedimenticola"
103046	WP_158770800.1	"TonB-dependent receptor family protein [Paraglaciecola sp. L1A13]"	"Paraglaciecola sp. L1A13"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola"
3445383	WP_407327396.1	"elongation factor Tu [Congregibacter brevis]"	"Congregibacter brevis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Congregibacter"
12882568	WP_011376649.1	"ATP-dependent Clp protease ATP-binding subunit [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
3641993	WP_421725655.1	"ABC transporter substrate-binding protein [Bauldia sp.]"	"Bauldia sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Kaistiaceae","Bauldia"
13243021	WP_274237711.1	"SusC/RagA family TonB-linked outer membrane protein [Imtechella halotolerans]"	"Imtechella halotolerans"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella"
13243022	WP_025613663.1	"RagB/SusD family nutrient uptake outer membrane protein [Cellulophaga baltica]"	"Cellulophaga baltica"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga"
16093847	WP_420612527.1	"F0F1 ATP synthase subunit beta [Candidatus Spongiisocius sp.]"	"Candidatus Spongiisocius sp."	"Bacteria","Bacillati","Actinomycetota","Acidimicrobiia","Candidatus Spongiisociales","Candidatus Spongiisociaceae","Candidatus Spongiisocius"
16650906	WP_018276630.1	"TonB-dependent receptor [Teredinibacter turnerae]"	"Teredinibacter turnerae"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Teredinibacter"
11211427	WP_412565188.1	"F0F1 ATP synthase subunit beta [Thalassobius sp. MITS945101]"	"Thalassobius sp. MITS945101"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassovita"
9376424	WP_412563295.1	"flagellin [Thalassobius sp. MITS945101]"	"Thalassobius sp. MITS945101"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassovita"
7246508	WP_416306581.1	"TonB-dependent receptor [Neptunicella sp. SCSIO 80796]"	"Neptunicella sp. SCSIO 80796"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Neptunicella"
13963953	WP_280318456.1	"TonB-dependent receptor domain-containing protein [Microbulbifer bruguierae]"	"Microbulbifer bruguierae"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer"
4330162	WP_299478375.1	"MULTISPECIES: P-II family nitrogen regulator [unclassified Roseibium]"	"unclassified Roseibium"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium"
12325553	WP_287610421.1	"MULTISPECIES: acetate--CoA ligase [unclassified Prochlorococcus]"	"unclassified Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
14291645	WP_007088529.1	"porin [Thalassospira xiamenensis]"	"Thalassospira xiamenensis"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
2855615	WP_420379919.1	"SusC/RagA family TonB-linked outer membrane protein [Gilvibacter sp.]"	"Gilvibacter sp."	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gilvibacter"
234178	WP_011127385.1	"chaperonin GroEL [Parasynechococcus marenigrum]"	"Parasynechococcus marenigrum"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Parasynechococcus"
6329028	WP_415300988.1	"magnesium transporter [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
8491722	WP_422382206.1	"urea ABC transporter substrate-binding protein [Marinicellulosiphila megalodicopiae]"	"Marinicellulosiphila megalodicopiae"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Marinicellulosiphila"
135897	WP_011376338.1	"MULTISPECIES: hypothetical protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
11539169	WP_071341358.1	"MULTISPECIES: hypothetical protein [Maribacter]"	"Maribacter"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
11539170	WP_068206898.1	"SusD/RagB family nutrient-binding outer membrane lipoprotein [Lutibacter profundi]"	"Lutibacter profundi"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
332515	WP_415391352.1	"glyceraldehyde-3-phosphate dehydrogenase [Porticoccus sp. Uisw_050_02]"	"Porticoccus sp. Uisw_050_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","Porticoccus"
11539171	WP_068211461.1	"SusC/RagA family TonB-linked outer membrane protein [Lutibacter profundi]"	"Lutibacter profundi"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
7607012	WP_161863268.1	"polyribonucleotide nucleotidyltransferase [Algicella marina]"	"Algicella marina"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Algicella"
12817130	WP_221251693.1	"ABC transporter substrate-binding protein [Desulfuromonas versatilis]"	"Desulfuromonas versatilis"	"Bacteria","Pseudomonadati","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas"
14324461	WP_415290565.1	"porin [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
6984429	XP_002508010.1	"alpha tubulin 2 [Micromonas commoda]"	"Micromonas commoda"	"Eukaryota","Viridiplantae","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas"
3412729	WP_252158573.1	"outer membrane beta-barrel protein [Candidatus Arcticimaribacter forsetii]"	"Candidatus Arcticimaribacter forsetii"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Candidatus Arcticimaribacter"
14521084	WP_415278691.1	"flotillin family protein [Candidatus Pelagibacter sp. Uisw_094]"	"Candidatus Pelagibacter sp. Uisw_094"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
1905406	WP_186494116.1	"urea ABC transporter substrate-binding protein [Synechococcus sp. A15-62]"	"Synechococcus sp. A15-62"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
8688384	WP_421707889.1	"phosphate ABC transporter ATP-binding protein PstB [Algihabitans sp.]"	"Algihabitans sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Algihabitans"
11637507	WP_024081624.1	"porin [Magnetospirillum gryphiswaldense]"	"Magnetospirillum gryphiswaldense"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum"
12358408	WP_171743149.1	"flagellin [Sphingomonas sp. AP4-R1]"	"Sphingomonas sp. AP4-R1"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
201483	WP_236984471.1	"chaperonin GroEL [Marinagarivorans cellulosilyticus]"	"Marinagarivorans cellulosilyticus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinagarivorans"
15405839	WP_012008233.1	"phosphoglycerate dehydrogenase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
8852244	WP_032518935.1	"RNB domain-containing ribonuclease [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
37653	WP_415314746.1	"hypothetical protein [Candidatus Pelagibacter sp. Uisw_137]"	"Candidatus Pelagibacter sp. Uisw_137"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
